,Song title,Song author,Genre
11124,Friday,"Riton, Nightcrawlers, Mufasa & Hypeman",
11125,Rasputin,Majestic & Boney M,
11143,Erop Eraf,Dopebwoy & Jonna Fraser,Hip-Hop/Rap
11144,Alles Wat Ik Mis,"Ronnie Flex, Emma Heesters & Kris Kross Amsterdam",Hip-Hop/Rap
11159,Peaches,"Justin Bieber, Daniel Caesar & Giveon",
11160,We Are The People,"Martin Garrix, Bono & The Edge",
11162,Frans Duits,Donnie & Frans Duijts,Pop
11181,Droom,Lil Kleine & Lijpe,
11185,Rise,Lost Frequencies,
11202,Body,Russ Millions & Tion Wayne,
11205,Your Love (9PM),"ATB, Topic & A7s",
11220,Voila,Barbara Pravi,French Pop
11240,10 Years,Dadi Freyr & Gagnamagnid,
11241,Tout L'Univers,Gjons Tears,
11244,Shum,Go_A,Alternative Folk
11245,Regen,Lil Kleine,
11257,Wellerman (Sea Shanty),"Nathan Evans, 220 KID & Billen Ted",Dance
11258,Cover Me In Sunshine,P!nk & Willow Sage Hart,Pop
11261,Astronaut In The Ocean,Masked Wolf,Hip-Hop/Rap
11263,Nee Is Nee,Bente & Maan,
11265,Leave The Door Open,"Silk Sonic, Bruno Mars & Paak",
11300,Your Power,Billie Eilish,Alternative
11301,Als Ik Je Weer Zie,"Thomas Acda, Paul De Munnik, Maan & Typhoon",
11320,Standaard Procedure,Lil Kleine & Ronnie Flex,
11321,Hold On,Justin Bieber,Pop
11322,The Business,Tiesto,
11323,Floating Through Space,Sia & David Guetta,Pop
11324,Save Your Tears,Weeknd,
11325,Without You,Kid LAROI,
11339,501,Bilal Wahib & Ronnie Flex,
11344,All We Got,Robin Schulz & KIDDO,
11345,Nu Wij Niet Meer Praten,Jaap Reesema & Pommelien Thijs,Pop
11362,Waar Ik Vandaan Kom,Lil Kleine,Hip-Hop/Rap
11363,Fisherman,Kevin,
11364,Drivers License,Olivia Rodrigo,Pop
11385,Anyone,Justin Bieber,Pop
11403,Love Not War (The Tampa Beat),Jason Derulo & Nuka,Pop
11456,Bakstenen,Lijpe & Kevin,
11459,Mansory,Lijpe & Frenna,
11460,Paradise,Meduza & Dermot Kennedy,
11461,Handrem,"Lijpe, KA & JoeyAK",
11464,In De Schuur,Snelle & Ronnie Flex,Pop
11465,Head & Heart,Joel Corry & MNEK,
11481,Goosebumps,HVME,Dance
11482,Vuur,Broederliefde,Hip-Hop/Rap
11485,Hawai,Maluma & Weeknd,
11501,You Broke Me First,Tate McRae,Pop
11505,Head Shoulders Knees & Toes,"Ofenbach, Quarterhead & Norma Jean Martine",
11517,Calling My Phone,Lil Tjay & 6LACK,Hip-Hop/Rap
11518,Van De Buurt,Lijpe,Hip-Hop/Rap
11522,Afterglow,Ed Sheeran,Pop
11543,Door De Wind,Miss Montreal,Pop
11565,Dragon Roll,Frenna,Hip-Hop/Rap
11584,Lonely,Justin Bieber & Benny Blanco,
11605,Prisoner,Miley Cyrus & Dua Lipa,
11623,Roller Coaster,Danny Vera,
11624,Whoopty,CJ,Hip-Hop/Rap
11625,Positions,Ariana Grande,Pop
11642,Monster,Shawn Mendes & Justin Bieber,
11655,Wonderful Christmas Time,Paul McCartney & U2,
11664,Mistletoe,Justin Bieber,Holiday
11688,Hosselaar,"Josylvio, Sevn Alias & Kevin",
11720,Quarantine Sessie #2,Boef & 3robi,
11734,Jerusalema,"Master KG, Burna Boy & Nomcebo Zikode",
11738,Latest,"Qlas & Blacka, Boef",
11742,Therefore I Am,Billie Eilish,Alternative
11743,Het Leven Is Een Trip,Josylvio & Lijpe,
11744,Scooter,"Yssi SB, Qlas & Blacka, Ashafar & ADF Samski",
11745,De Overkant,"Suzan & Freek, Snelle",
11763,Dansen Aan De Gracht,Dopebwoy & Lil Kleine,Hip-Hop/Rap
11782,What You Know Bout Love,Pop Smoke,Hip-Hop/Rap
11783,Far Away From Home,"Sam Feldt & Vize, Leony",
11785,Someone To You,Banners,
11800,Mas Mas Mas,Rolf Sanchez,Pop
11805,Als Ik Je Niet Zie,Kevin & Yade Lauren,
11845,Wonder,Shawn Mendes,Pop
11863,Kings & Queens,Ava Max,
11864,For The Night,"Pop Smoke, Lil Baby & DaBaby",
11876,Dolla Dolla Bill,Josylvio,Hip-Hop/Rap
11883,Watermelon Sugar,Harry Styles,Pop
11884,Savage Love,Jawsh 685 & Jason Derulo,
11885,Vakantie,Dopebwoy & Jonna Fraser,Hip-Hop/Rap
11895,Papa,Suzan & Freek,
11896,Miss Montreal,Door De Wind,
11899,Ik Kom Je Halen,"Kevin & Idaly, Josylvio",
11901,Obsessed,"Sevn Alias, Josylvio & Mocromaniac",
11919,Tout Est Bon,Boef & Numidia,Hip-Hop/Rap
11923,Jolie Nana,Aya Nakamura,R&B/Soul
11925,Champagne Papi,"Dopebwoy, 3robi & Boef, SRNO",
11940,Ietsjes Later,Kevin,Hip-Hop/Rap
11943,Mamacita,"Black Eyed Peas, Ozuna & J.Rey Soul",
11944,Paper Zien,Yssi SB,Hip-Hop/Rap
11945,Tigers,Bilal Wahib,Hip-Hop/Rap
11963,Mij Niet Eens Gezien,"Kris Kross Amsterdam & Lil Kleine, Yade Lauren",
12002,Some Say,Nea,
12005,Alane,Robin Schulz & Wes,Dance
12018,Banana,Conkarah & Shaggy,
12022,Rover,S1MBA & DTG,
12024,Kleur,Snelle,Pop
12042,Breaking Me,Topic & A7S,Dance
12044,Secrets,Regard & Raye,
12078,Geen Cartier,Koen,Pop
12085,Mocro Sh*t,Ashafar,Hip-Hop/Rap
12096,Vergeten,Boef & Bilal Wahib,Hip-Hop/Rap
12104,Dom Perignon,"Qlas & Blacka, Henkie T, Murda & Jonna Fraser",Hip-Hop/Rap
12117,Heartbroken,Sevn Alias & Jonna Fraser,
12119,Nooit Thuis,Boef & Ashafar,Hip-Hop/Rap
12124,ily (I Love You Baby),Surf Mesa & Emilee,
12134,Langzaam,Kevin & Lijpe,
12145,Video Vixen,Bilal Wahib & Bizzey,Hip-Hop/Rap
12164,Break My Heart,Dua Lipa,Pop
12165,TKN,Rosalia & Travis Scott,
12184,Christian Dior,"Dopebwoy, Bryan Mg & SRNO",Hip-Hop/Rap
12199,Get It All,"Bryan Mg, Boef & Henkie T",Hip-Hop/Rap
12205,Supalonely,Benee & Gus Dapperton,
12212,Treinstation,BOEF,
12218,Alleen Soms,Lijpe,Hip-Hop/Rap
12224,Alles Of Niks,Lijpe,Hip-Hop/Rap
12232,Gordelweg,Kevin,Hip-Hop/Rap
12242,Death Bed,Powfu & Beabadoobee,
12243,Soldier On,Di-Rect,
12245,Weg Van Jou,Suzan & Freek,Pop
12251,Mijn Story,Lijpe,Hip-Hop/Rap
12260,Doorheen,"Bizzey, Bilal Wahib, Ronnie Flex & Ramiks",Hip-Hop/Rap
12263,17 Miljoen Mensen,Davina Michelle & Snelle,Pop
12281,Het Is Al Laat Toch,Racoon,Pop
12283,In Your Eyes,Robin Schulz & Alida,
12284,In Your Eyes,Weeknd,
12285,Jongen Van De Straat,Lil Kleine,Hip-Hop/Rap
12304,Loop Niet Weg,"Kris Kross Amsterdam, Tino Martin & Emma Heesters",Pop
12305,Gooba,6ix9ine,Hip-Hop/Rap
12343,The Scotts,Travis Scott & Kid Cudi,
12344,Wat Is Je Naam,Yxng Le & Frenna,Hip-Hop/Rap
12345,Before You Go,Lewis Capaldi,Alternative
12383,Smoorverliefd,Snelle,Pop
12400,Vandaan,Lil Kleine,Hip-Hop/Rap
12401,Anderhalf,"Ali B, Poke & Judeska",
12404,Never Seen The Rain,Tones And I,Alternative
12413,Zware Pas,Lil Kleine,Hip-Hop/Rap
12424,Pa Olvidarte,Emma Heesters & Rolf Sanchez,
12438,Venus,"Frenna, Ronnie Flex & Snelle",
12440,Physical,Dua Lipa,Pop
12459,The Box,Roddy Ricch,Hip-Hop/Rap
12462,"Alone, Pt. II",Alan Walker & Ava Max,Dance
12463,Beat Me,Davina Michelle,Pop
12479,Money Deh Yah,Frenna,Hip-Hop/Rap
12481,3 Nights,Dominic Fike,Alternative
12482,Ze Huilt Maar Ze Lacht,Maan,Pop
12501,Joanne,Lil Kleine,
12504,De Toreador,Opgeblazen & Wilbert Pigmans,Pop
12505,Ride It,Regard,Dance
12541,Falling,Trevor Daniel,Hip-Hop/Rap
12544,Everything I Wanted,Billie Eilish,Alternative
12565,Circles,Post Malone,Hip-Hop/Rap
12582,Nacht,Kraantje Pappie & Guus Meeuwis,Pop
12604,Reunie,Snelle,Dance
12605,Godzilla,Eminem & Juice Wrld,
12624,Ewa,Josylvio & Ashafar,Hip-Hop/Rap
12644,Memories,BOEF,
12664,Life Is Good,Future & Drake,
12665,Ze Kent Mij,Snelle & Yade Lauren,Pop
12680,My Oh My,Camila Cabello & Dababy,
12684,Lose Control,"Meduza, Becky Hill & Goodboys",Dance
12685,Lose You To Love Me,Selena Gomez,Pop
12700,In Die Life,Joeyak & Lijpe,
12702,Nu Heb Ik Paper,"Glades, Lijpe & Boef",Hip-Hop/Rap
12703,Hoet Het Danst,"Marco Borsato, Armin Van Buuren & Davina Michelle",
12720,Happy Christmas (War Is Over),John & Yoko,
12732,Kofferbak,Boef & Chivv,Hip-Hop/Rap
12743,Mami So Bad,Frenna,Hip-Hop/Rap
12744,Someone You Loved,Lewis Capaldi,Alternative
12745,Lucid Dreams,Juice WRLD,Hip-Hop/Rap
12761,Lippenstift,"Marco Borsato, Snelle & John Ewbank",Pop
12763,Liar,Camila Cabello,Pop
12779,South Of The Border,"Ed Sheeran, Camila Cabello & Cardi B",
12783,Post Malone,Sam Feldt & Rani,
12785,Voor Je Deur,Snelle,Pop
12803,My Bebe,Bryan Mg & Frenna,Hip-Hop/Rap
12804,Bando Baby,"Sevn Alias, Chivv & Lijpe",
12805,Omhoog,Esko & Snelle,Hip-Hop/Rap
12823,Beautiful People,Ed Sheeran & Khalid,
12824,Blauwe Dag,Suzan & Freek,Pop
12825,How Do You Sleep?,Sam Smith,Pop
12845,Vroeger,Josylvio & Esko,
12873,Hoofd Omhoog,Snelle & Jebroer,Pop
12875,Hometown,"Snelle, Hef & Kevin",
12883,Dwar Door Me Heen,Snelle,Pop
12885,Loco Contigo,"DJ Snake & J Balvin, Tyga",
12894,Dior Money,"Jonna Fraser, Frenna & Henkie T",
12901,Instagram,Dimitri Vegas & Like Mike,
12904,Bidden In De Jeep,Frenna,Hip-Hop/Rap
12921,Zo Kan Het Dus Ook,Maan,Pop
12925,Waarom Zoeken Naar Liefde,"Josylvio, Mula B & Yung Felix",
12939,DomDoen,Henkie T & Jonna Fraser,
12944,Goodbyes,Post Malone & Young Thug,
12963,Pina / Some More,Henkie T,Hip-Hop/Rap
12964,Only You,Frenna & Philly More,
12982,Piece Of Your Heart,Meduza & Goodboys,Dance
12983,Ransom,Lil Tecca,Hip-Hop/Rap
12985,4 Life,Jonna Fraser & Lil Kleine,
13001,Scherp,Ashafar & Kevin,
13038,Old Town Road (Remix),Lil Nas X & Billy Ray Cyrus,
13042,Je Kent 't Wel,"Chivv, Lil Kleine & Frsh",
13044,Hollywood's Bleeding,Post Malone,Hip-Hop/Rap
13064,Moment,"Kriss Kross Amsterdam, Kraantje Pappie & Tabitha",
13065,Ritual,"Tiesto, Jonas Blue & Rita Ora",
13085,Zij Weet Het,Tino Martin,Pop
13105,All Around The World (La La La),R3HAB & A Touch Of Class,
13122,Snelle Jongen Dunne Jasje,Henkie T & Joey AK,
13133,Lamborghini,Ashafar & Josylvio,
13154,GUAP,BOEF & Dopebwoy,
13160,TikTok,"Dopebwoy, Boef & SRNO",
13164,Arcade,Duncan Laurence,Pop
13196,Af En Toe,Lil Kleine,Hip-Hop/Rap
13200,Als Het Fout Gaat,Lijpe & Boef,
13201,Cake,Josylvio,
13204,SOS,Avicii & Aloe Blacc,
13222,Summer Days,"Martin Garrix, Macklemore & Patrick Stump",
13223,Don't Call Me Up,Mabel,Pop
13225,Con Calma,Daddy Yankee & Snow,
13238,Papito,Mula B,Hip-Hop/Rap
13245,Plankgas,Snelle & Frenna,Pop
13261,Hup,Bizzey & SFB,
13262,Designers,"Iliassopde Beat, Dopebwoy & Louivos",
13265,Give Dem,Frenna & Chivv,
13284,Hij Is Van Mij,"Kris Kross Amsterdam, Maan & Tabitha, Bizzey",
13285,Dichterbij Je,Lil Kleine,Hip-Hop/Rap
13293,Rook,Lil Kleine,Hip-Hop/Rap
13303,Herres,Sevn Alias,Hip-Hop/Rap
13305,Als Het Avond Is,Suzan & Freek,Pop
13341,Soldi,Mahmood,Pop
13364,Doekoe,Joeyak & Djaga Djaga,
13365,Walou Crisis,"Dopebwoy, 3robi & Mula B",
13382,Sucker,Jonas Brothers,Pop
13383,Giant,Calvin Harris & Rag'n'Bone Man,Electronica
13384,Talk,Khalid & Disclosure,
13385,Shallow,Lady Gaga & Bradley Cooper,Soundtrack
13388,Old Town Road,Lil Nas X,Hip-Hop/Rap
13400,Mamacita,"KM, Frenna & Jonna Fraser",
13402,OEFF,Yung Felix & Poke,Hip-Hop/Rap
13403,Walk Me Home,P!nk,Pop
13405,Zielige Gozer,Kevin & Bizzey,
13412,De Missie,Kalvijn,Dance
13417,Body,Josylvio,
13420,Het Geluid,Lil Kleine,Hip-Hop/Rap
13421,Rompe,"Priceless, Frenna & Murda",Hip-Hop/Rap
13423,IJskoud,Nielson,Pop
13424,Duurt Te Lang,Davina Michelle,
13439,S/O Naar De...,Bizzey & Ramiks,Hip-Hop/Rap
13441,Gimma,Josylvio,Hip-Hop/Rap
13444,Dom,Sevn Alias & Boef,
13454,Allang Al Niet Meer,BOEF,
13461,Derriere,Famke Louise,Hip-Hop/Rap
13464,Money Baby,Josylvio & 3Robi,
13465,Scars,Snelle,
13484,Baby Momma,"Yung Felix, Poke & Bizzey",
13485,Birthday,Idaly & Emms,
13497,Last Man Standing,"Yung Felix, Chivv, Bizzey & Kraantje Pappie",
13504,Bury A Friend,Billie Eilish,Alternative
13505,High Hopes,Panic! At The Disco,
13519,7 Rings,Ariana Grande,Pop
13520,Sweet But Psycho,Ava Max,Dance
13522,Drup,"Bizzey, Kraantje Pappie, Jonna Fraser & Ramiks",Hip-Hop/Rap
13524,Fully Fendi,Mula B,Hip-Hop/Rap
13525,Dancing With A Stranger,Sam Smith & Normani,Pop
13543,Big Man,"Sevn Alias, Mula B & Trobeats",
13545,Ride Or Die,Djaga Djaga,
13561,Ewa Ewa,Chivv & Diquenza,Hip-Hop/Rap
13564,Viraal,Frenna & Mula B,
13583,Achtbaan,Frenna & Philly More,
13585,"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,Pop
13603,Sneaky Money,"Ali B, Chivv & Boef",
13623,Daar Gaat Ze (Nooit Verdiend),"Dimitri Vegas & Like Mike, Frenna",
13624,HUTS,"Blockparty & Esko, Mouad Locos, Joeyak, Young Ellens & Chivv",
13625,Without Me,Halsey,Pop
13635,Paris,"Frenna & Chivv, Bollebof & Idaly",
13637,PIA,Frenna,
13663,Louboutin,"Frenna, Jonna Fraser, Emms & Idaly",
13664,Verleden Tijd,Frenna & Lil Kleine,Hip-Hop/Rap
13665,Say My Name,"David Guetta, Bebe Rexha & J Balvin",Dance
13676,Wazabi,3Robi,
13680,De Wereld Is Van Jou,Hef & Kevin,
13684,Be Alright,Dean Lewis,Singer/Songwriter
13701,"Thank U, Next",Ariana Grande,Pop
13702,Fallin,"Idaly, Sfb & Ronnie Flex",
13703,SVP,"BOEF, Joey AK, Young Ellens & Sevn Alias",
13705,Promises,Calvin Harris & Sam Smith,Dance
13717,Terug Naar Toen,BOEF & Lijpe,
13722,Schilderij,BOEF,
13725,Let You Love Me,Rita Ora,Pop
13738,Culo,"Bizzey, Frenna, KM & Ramiks",
13743,Amigo,Soufiane Eddyani & Mula B,
13757,Alleen Door Jou,Famke Louise & Ronnie Flex,
13759,Taki Taki,"DJ Snake, Ozuna, Selena Gomez & Cardi B",
13763,Freak In The Weekend,Frenna & Priceless,Hip-Hop/Rap
13765,Gucci Pet,BOEF,
13776,Do They Know It's Christmas? (2014),Band Aid 30,Pop
13799,Speciaal,"Frenna, Boef, Madam Julie & Kaeh",
13805,Slide,Caza & Famke Louise,
13817,Regen,Frenna & Blof,
13836,Rolls Sessie,BOEF,
13837,Door 'T Lint,Frenna,Hip-Hop/Rap
13845,COCA,"Bizzey, Yung Felix, Josylvio & Rockywhereyoubeen",Hip-Hop/Rap
13859,Timer Tot Tien,Frenna,Hip-Hop/Rap
13860,VVS,Frenna & Josylvio,
13862,Pray,Frenna,
13863,Da Vinci,Frenna,
13877,Voorbij,Josylvio & Moeman,Hip-Hop/Rap
13881,Happier,Marshmello & Bastille,Dance
13882,Senorita,"Young Ellens, Josylvio & Kevin, Bko",
13883,Paranoia,Jonna Fraser & Yung Felix,
13884,In My Mind,Dynoro & Gigi D'Agostino,Dance
13885,Djadja,Aya Nakamura,R&B/Soul
13904,Natural,Imagine Dragons,Alternative
13905,Shotgun,George Ezra,Singer/Songwriter
13924,Rise,"Jonas Blue, Jack & Jack",
13925,Goodbye,"Jason Derulo, David Guetta, Nicki Minaj & Willy William",
13941,Arms Around You,XXXTentacion & Lil Pump,
13943,Electricity,Silk City & Dua Lipa,Dance
13944,Ik Heb Je Nodig,"Kraantje Pappie, Bizzey & Jonna Fraser",
13957,Vergeet De Buurt Nooit,Lijpe,Hip-Hop/Rap
13959,Kapitein,Lijpe & DJ Stijco,
13964,Ratata,BOEF,
13965,Wine Slow,"Idaly, Ronnie Flex, Famke Louise & Bizzey",
13984,Lief Zoals Je Bent,Maan,Pop
13985,High On Life,Martin Garrix & Bonn,
14002,I Love It,Kanye West & Lil Pump,Hip-Hop/Rap
14003,Miljonair,"$hirak, SBMG, Lil Kleine, Boef & Ronnie Flex",
14016,Intro,Josylvio & Moeman,
14019,Capuchon,Frenna & Lil Kleine,
14023,Lil Mama,Idaly & Josylvio,
14025,Stap Voor Stap,Kav Verhouzer & Sjaak,Dance
14038,La Vida Loca,Jonna Fraser & SBMG,
14039,Microfoon,Lijpe,Hip-Hop/Rap
14043,J'ai Deconne,Latifah & Clandestino,
14045,Whenever,"Kris Kross Amsterdam, The Boy Next Door & Conor Maynard",
14058,Youngblood,5 Seconds Of Summer,
14059,Drama,Bizzey & Boef,
14062,In My Feelings,Drake,Hip-Hop/Rap
14063,Lucky You,Eminem & Joyner Lucas,
14065,Lit,SBMG & Boef,
14079,Mag Het Ff Lekker Gaan,Sevn Alias & Josylvio,
14100,Hoe Je Bent,Broederliefde & Frenna,Hip-Hop/Rap
14101,The Ringer,Eminem,Hip-Hop/Rap
14102,Maria,"Bizzey & Ronnie Flex, $hirak",
14104,One Kiss,Calvin Harris & Dua Lipa,Dance
14105,Jackie Chan,"Tiesto & Dzeko, Preme & Post Malone",
14120,Solo,Clean Bandit & Demi Lovato,
14123,No Brainer,DJ Khaled & Justin Bieber,
14125,Liefde In De Lucht,Kraantje Pappie & Joshua Nolet,
14144,God Is A Woman,Ariana Grande,Pop
14145,Ben Je Down?,"Famke Louise, Jayh & Badd Dimes",
14163,Meli Meli,"Ali B & Numidia, Ronnie Flex",
14164,Body,Loud Luxury & Brando,
14165,Girls Like You,Maroon 5 & Cardi B,
14172,Wine Slow (Remix),Ronnie Flex & Famke Louise,
14180,Nightvision,Broederliefde,Hip-Hop/Rap
14181,Ocean,Martin Garrix & Khalid,
14182,Dura,Daddy Yankee,Urbano latino
14183,Sad!,XXXTentacion,
14184,Omarm Me,Ronnie Flex & Boef,
14238,Don't Matter To Me,Drake & Michael Jackson,Hip-Hop/Rap
14241,Hey Meisje,"Esko, Josylvio & Hansie",Hip-Hop/Rap
14244,Pull Up,"Dyna, Frenna & Ronnie Flex",
14262,Back To You,Selena Gomez,Pop
14264,Better Now,Post Malone,Hip-Hop/Rap
14265,Flames,David Guetta & Sia,Dance
14280,Nonstop,Drake,Hip-Hop/Rap
14282,D2,IliassOpDeBeat & Mula B,Hip-Hop/Rap
14283,Lil Craney,Kraantje Pappie,Hip-Hop/Rap
14294,Wagwan,SBMG,Hip-Hop/Rap
14300,Moonlight,XXXTentacion,
14302,Jocelyn Flores,XXXTentacion,
14305,Changes,XXXTentacion,
14318,No Tears Left To Cry,Ariana Grande,Pop
14320,Leave A Light On,Tom Walker,Singer/Songwriter
14321,Altijd Op Tijd,Vic9 & Ronnie Flex,
14322,Shutdown,"SFB, Murda & Spanker",
14339,In My Blood,Shawn Mendes,Pop
14340,X,Nicky Jam & J Balvin,Urbano latino
14341,These Days,"Rudimental, Jess Glynne & Macklemore",
14342,Gedrag,SBMG & Lil Kleine,
14344,Ze Willen Mee,"Hardwell, Bizzey, Lil Kleine & Chivv",Hip-Hop/Rap
14345,Nog Steeds,"LouiVos, 3robi & Idaly",
14348,Kraantje Pappie,Lil Craney,
14360,Youth,Shawn Mendes & Khalid,
14362,Draai Het Om,BOEF,
14363,Friends,Marshmello & Anne-Marie,Pop
14364,Remind Me To Forget,Kygo & Miguel,Dance
14365,Beetje Moe,"Kevin, Lil Kleine & Chivv",Hip-Hop/Rap
14381,Catch Up,Josylvio,
14382,The Middle,"Zedd, Maren Morris & Grey",Dance
14385,Money Long,"Spanker, Jandro & Frenna",
14422,"Money Komt, Money Gaat",Josylvio,Hip-Hop/Rap
14423,Nice For What,Drake,Hip-Hop/Rap
14424,This Is America,Childish Gambino,Hip-Hop/Rap
14425,Loco,"Yung Felix, Poke & Dopebwoy",
14443,Drip,"SFB, Dopebwoy & Leafs",
14444,God's Plan,Drake,Hip-Hop/Rap
14461,Psycho,Post Malone & Ty Dolla $ign,
14464,Bandolero,Mula B,Hip-Hop/Rap
14465,Wake Me Up!,Avicii,House
14478,Without You,Avicii & Sandro Cavazza,
14483,Levels,Avicii,Dance
14484,Sofiane,BOEF,
14500,Zoutelande,Blof & Geike Arnaert,
14501,Fan,Ronnie Flex & Famke Louise,
14503,IDGAF,Dua Lipa,Pop
14504,Love Lies,Khalid & Normani,R&B/Soul
14520,Non Stop,Ronnie Flex,
14523,Vuurwerk,"Spanker & Josylvio, Lijpe & 3robi",
14525,Call Out My Name,Weeknd,
14544,Wat Is Love,Ronnie Flex & Leafs,
14552,2 Cups,Ronnie Flex & Jacin Trill,
14556,4/5,Ronnie Flex,Hip-Hop/Rap
14557,Saus,Ronnie Flex & Winne,
14559,Machine,"SFB, Philly More & F1rstman",
14562,Wow,"Ronnie Flex, Bokoesam & Priceless",
14565,Ik Zou Niet Weten,Ronnie Flex & D-Love,
14571,Rich,Josylvio,
14576,Ja!,"Bizzey & Kraantje Pappie, Chivv & Yung Felix",
14577,Blijf Blj Mij,Ronnie Flex & Maan,
14578,Slow Down,"Dimitri Vegas, Like Mike & Quintino",
14579,One Time,SFB & Ronnie Flex,
14580,Skiemen,Josylvio & Frenna,
14583,Meant To Be,Bebe Rexha & Florida Georgia Line,Pop
14584,Havana,Camila Cabello & Young Thug,
14585,Op Je Hoede,"Josylvio, Hef & Moeman",
14602,Perfect,Ed Sheeran,Pop
14603,Sick Boy,Chainsmokers,
14622,Fake Love,Josylvio,
14624,All The Stars,Kendrick Lamar & SZA,Hip-Hop/Rap
14625,Skittle Stacking,Josylvio,Hip-Hop/Rap
14637,Automatic,Josylvio,
14641,Nefertiti,Josylvio,
14643,Jompo,Josylvio & 3Robi,
14644,Alles Of Niets,Josylvio,Hip-Hop/Rap
14654,Antwoord,BOEF,
14656,Hoofdrijs,Sevn Alias,
14658,Finesse,Bruno Mars & Cardi B,
14659,River,Eminem & Ed Sheeran,
14660,Cono,"Puri, Jhorrmountain & Adje",Dance
14663,Homesick,Dua Lipa,Pop
14664,Officieel,Broederliefde,Hip-Hop/Rap
14682,Echame La Culpa,Luis Fonsi & Demi Lovato,Pop in Spanish
14684,Niet Alleen,Kevin & Emms,Hip-Hop/Rap
14685,So Far Away,"Martin Garrix, David Guetta, Jamie Scott & Romy Dya",
14703,I Miss You,Clean Bandit & Julia Michaels,
14704,Him & I,G-Eazy & Halsey,
14705,Beng,$hirak & SBMG,
14725,Anywhere,Rita Ora,Pop
14741,LIT,Famke Louise & LouiVos,
14742,Rockstar,Post Malone & 21 Savage,
14744,Wolves,Selena Gomez & Marshmello,Pop
14760,Vervloekt,Frenna & Diquenza,Hip-Hop/Rap
14763,In Amsterdam,Sevn Alias & Maan,
14764,Stargazing,Kygo & Justin Jesso,
14765,All Falls Down,"Alan Walker, Noah Cyrus & Digital Farm Animals",Dance
14777,New Rules,Dua Lipa,Pop
14784,Too Good At Goodbyes,Sam Smith,Pop
14785,Merry,"Nafthaly Ramona, Bizzey & Hef",
14797,Shape Of You,Ed Sheeran,Pop
14799,Patsergedrag,"Sevn Alias, Lil Kleine & Boef",Hip-Hop/Rap
14802,Op Me Monnie,Frenna & Boef,Hip-Hop/Rap
14804,What Lovers Do,Maroon 5 & SZA,
14805,Silence,Marshmello & Khalid,
14843,Let You Down,NF,Hip-Hop/Rap
14845,Dusk Till Dawn,Zayn & Sia,
14847,Perfect Duet,Ed Sheeran & Beyonce,
14852,Vroom,Famke Louise & Bokoesam,
14859,Op Me Monnie,Famke Louise,Hip-Hop/Rap
14878,#JM,Broederliefde,
14885,16 Million,"Frenna & Diquenza, Emma",
14894,Keskiednis,Broederliefde,Hip-Hop/Rap
14896,Mi No Dansi,Broederliefde,Hip-Hop/Rap
14899,16 Million,"Frenna & Diquenza, Emms",
14900,Alles In,Broederliefde & Broertje,
14904,Sugardaddy,Broederliefde,
14905,What About Us,P!nk,Pop
14923,Architect,"Jonna Fraser, Sevn Alias & Frenna",
14936,Love Song,Equalz & Frenna,
14944,Reggaeton Lento (Bailemos),CNCO,Pop in Spanish
14945,Ride Or Die,Josylvio,
14964,Mi Gente,J Balvin & Willy William,Urbano latino
14965,Man's Not Hot,Big Shaq,Hip-Hop/Rap
14983,Geen Regrets,Jonna Fraser & Boef,
14984,Glorious,Macklemore & Skylar Grey,
14985,Too Much To Ask,Niall Horan,Pop
15002,Lovely Body,SFB & Ronnie Flex,
15003,Op De Weg,"Equalz, Adje & Cho",
15005,Net Iets Meer,Lil Kleine & Bokoesam,
15020,Drop Top,SBMG & Navi,
15025,Unforgettable,French Montana & Swae Lee,
15042,Voor Alle Soldiers,Sevn Alias & Josylvio,Hip-Hop/Rap
15059,Friends,Justin Bieber & Blood Pop,
15062,Mama,Jonas Blue & William Singe,Dance
15063,Cocaina (Remix),"Kempi & The Blockparty, Josylvio & Sevn Alias",
15064,Voy A Bailar,"Ali B & Boef, Rols Sachez & RedOne",
15080,Rain,Script,
15081,Loterij,Lil Kleine & Ronnie Flex,
15084,Cartier,"Dopebwoy, Chivv & 3robiu",
15085,Krantenwijk,Lil Kleine & BOEF,
15098,Feels,"Calvin Harris, Pharell Williams, Katy Perry & Big Sean",
15102,More Than You Know,Axwell & Ingrosso,
15104,Pull Up Game Strong,SBMG & DJ Diquenza,
15112,Doe Rustig!,Lijpe & DJ Stijco,Hip-Hop/Rap
15123,Zina,Soufiane Eddyani,
15125,Sunny Days,Armin Van Buuren & Josh Cumbee,
15138,Look What You Made Me Do,Taylor Swift,Pop
15140,Despacito,Luis Fonsi & Daddy Yankee,Pop
15142,Wild Thoughts,"DJ Khaled, Rihanna & Bryson Tiller",
15145,2U,David Guetta & Justin Bieber,
15184,Is Dit Over,Ronnie Flex & Tabitha,
15203,Way It Goes,SFB,Hip-Hop/Rap
15220,Come Again,Ronnie Flex & Boef,
15242,I'm The One,DJ Khaled,Hip-Hop/Rap
15244,There's Nothing Holdin' Me Back,Shawn Mendes,Pop
15264,Up Till Dawn (On The Move),Lucas & Steve,Dance
15265,Attention,Charlie Puth,Pop
15284,Engeltje,"Jebroer, DJ Paul Elstak & Dr Phunk",
15285,4x Duurder,"SBMG & Lil Kleine, DJ Stijco",
15316,Alleen,Lil Kleine,Hip-Hop/Rap
